Titulo,Custo de Producao,Arrecadacao Bruta,Distribuidora,Genero,Diretor,Nota Rotten Tomatoes,Nota IMDB,Votos IMDB
Waterworld,175000000.0,264246220.0,Universal,Action,Kevin Reynolds,42.0,5.7,54126.0
Willy Wonka & the Chocolate Factory,3000000.0,4000000.0,,,,90.0,7.8,46824.0
Wayne's World,20000000.0,183097323.0,Paramount Pictures,Comedy,Penelope Spheeris,84.0,6.9,42570.0
Wyatt Earp,63000000.0,25052000.0,Warner Bros.,Western,Lawrence Kasdan,42.0,6.4,15614.0
The Wizard of Oz,2777000.0,28202232.0,Warner Bros.,Musical,King Vidor,,8.3,102795.0
Executive Decision,55000000.0,122079192.0,Warner Bros.,Thriller/Suspense,,65.0,6.3,18569.0
Exodus,4000000.0,21750000.0,,,,67.0,6.8,3546.0
The Exorcist,12000000.0,402500000.0,Warner Bros.,Horror,William Friedkin,84.0,8.1,103131.0
Extreme Measures,38000000.0,17378193.0,Sony Pictures,Drama,Michael Apted,55.0,5.9,8038.0
You Can't Take It With You,1644000.0,4000000.0,,,Frank Capra,96.0,8.0,8597.0
Eye for an Eye,20000000.0,26792700.0,Paramount Pictures,Drama,John Schlesinger,,5.7,4837.0
Young Guns,13000000.0,44726644.0,20th Century Fox,Western,,40.0,6.6,21404.0
Young Frankenstein,2800000.0,86300000.0,20th Century Fox,,Mel Brooks,93.0,8.0,57106.0
Yentl,12000000.0,39012241.0,MGM/UA Classics,Musical,Barbra Streisand,71.0,6.2,4952.0
You Only Live Twice,9500000.0,111600000.0,MGM,Action,,70.0,7.0,24701.0
Ayurveda: Art of Being,300000.0,2066892.0,Kino International,Documentary,,,7.3,181.0
Young Sherlock Holmes,18000000.0,19739000.0,Paramount Pictures,Adventure,Barry Levinson,63.0,6.5,7293.0
102 Dalmatians,85000000.0,66941559.0,Walt Disney Pictures,Comedy,Kevin Lima,30.0,4.4,7147.0
Ten Things I Hate About You,13000000.0,38177966.0,Walt Disney Pictures,Romantic Comedy,,,6.9,61910.0
"10,000 B.C.",105000000.0,269065678.0,Warner Bros.,Adventure,Roland Emmerich,9.0,5.8,134.0
10th & Wolf,8000000.0,54702.0,ThinkFilm,Drama,Robert Moresco,19.0,6.3,3655.0
11:14,6000000.0,0.0,,,,,7.3,18261.0
Cloverfield,25000000.0,170764033.0,Paramount Pictures,Action,Matt Reeves,76.0,7.4,136068.0
12 Rounds,20000000.0,18184083.0,20th Century Fox,Action,Renny Harlin,28.0,5.4,8914.0
Thirteen Conversations About One Thing,3000000.0,3705923.0,Sony Pictures Classics,Drama,,,7.1,6188.0
13 Going On 30,30000000.0,96439723.0,Sony Pictures,Comedy,Gary Winick,,6.1,32634.0
Thirteen Ghosts,19000000.0,68467960.0,Warner Bros.,Horror,,,5.1,23243.0
1408,22500000.0,128529299.0,MGM,Horror,,78.0,6.9,72913.0
15 Minutes,42000000.0,56331864.0,New Line,Thriller/Suspense,,32.0,6.1,25566.0
16 to Life,1000000.0,10744.0,Waterdog Films,Romantic Comedy,,,,
16 Blocks,45000000.0,65595141.0,Warner Bros.,Action,Richard Donner,55.0,6.7,41207.0
One Man's Hero,18000000.0,229311.0,MGM,,,,5.7,627.0
First Daughter,30000000.0,10419084.0,20th Century Fox,Romantic Comedy,Forest Whitaker,8.0,4.7,6839.0
2012,200000000.0,766812167.0,Sony Pictures,Action,Roland Emmerich,39.0,6.2,396.0
2046,12000000.0,19202856.0,Sony Pictures Classics,Drama,Wong Kar-wai,,7.5,19431.0
20 Dates,66000.0,541636.0,Fox Searchlight,Comedy,,,4.9,1423.0
21,35000000.0,157852532.0,Sony Pictures,Thriller/Suspense,Robert Luketic,35.0,6.7,60918.0
21 Grams,20000000.0,60448701.0,Focus Features,Drama,Alejandro Gonzalez Inarritu,81.0,7.9,77910.0
25th Hour,4500000.0,23928503.0,Walt Disney Pictures,Drama,Spike Lee,78.0,7.9,58781.0
28 Days,43000000.0,62063972.0,Sony Pictures,Comedy,Betty Thomas,30.0,5.8,17937.0
28 Days Later...,15000000.0,82719885.0,Fox Searchlight,Horror,Danny Boyle,89.0,7.6,103525.0
28 Weeks Later,15000000.0,64238440.0,20th Century Fox,Horror,,,7.1,69558.0
Two Brothers,72000000.0,39925603.0,Universal,Drama,Jean-Jacques Annaud,77.0,6.0,127.0
Cop Out,37000000.0,44875481.0,Warner Bros.,Comedy,Kevin Smith,19.0,5.7,16520.0
Two Lovers,12000000.0,11549034.0,Magnolia Pictures,Drama,James Gray,,7.3,10325.0
2 For the Money,20000000.0,27848418.0,Universal,Drama,D.J. Caruso,,,
Secondhand Lions,30000000.0,47855342.0,New Line,Drama,,60.0,7.5,19040.0
Two Can Play That Game,13000000.0,22391450.0,Sony Pictures,Romantic Comedy,,43.0,5.6,2370.0
Two Weeks Notice,60000000.0,199043309.0,Warner Bros.,Romantic Comedy,,42.0,5.8,35515.0
300,60000000.0,456068181.0,Warner Bros.,Action,Zack Snyder,60.0,7.8,235508.0
30 Days of Night,30000000.0,75066323.0,Sony Pictures,Horror,,49.0,6.6,52518.0
Three Kings,48000000.0,107752036.0,Warner Bros.,Action,David O. Russell,94.0,7.3,68726.0
3000 Miles to Graceland,62000000.0,18708848.0,Warner Bros.,Drama,,14.0,5.6,20094.0
3 Strikes,4000000.0,9821335.0,MGM,Comedy,,,2.9,905.0
3:10 to Yuma,48000000.0,69791889.0,Lionsgate,Western,James Mangold,89.0,7.9,98355.0
40 Days and 40 Nights,17000000.0,95092667.0,Miramax,Romantic Comedy,Michael Lehmann,38.0,5.4,27912.0
The 40 Year-old Virgin,26000000.0,177339049.0,Universal,Comedy,Judd Apatow,,7.5,94557.0
Four Brothers,30000000.0,92494381.0,Paramount Pictures,Drama,John Singleton,52.0,6.8,38311.0
Four Christmases,80000000.0,163546040.0,Warner Bros.,Comedy,Seth Gordon,25.0,5.7,14690.0
The Four Feathers,35000000.0,29882645.0,Paramount Pictures,Drama,Shekhar Kapur,41.0,6.3,13204.0
The Fourth Kind,10000000.0,41826604.0,Universal,Thriller/Suspense,,17.0,6.0,16107.0
"4 luni, 3 saptamani si 2 zile",900000.0,4723542.0,IFC Films,Drama,,,,
50 First Dates,75000000.0,196376832.0,Sony Pictures,Romantic Comedy,Peter Segal,44.0,6.8,64701.0
Six-String Samurai,2000000.0,134624.0,Palm Pictures,,,60.0,6.4,3462.0
The 6th Day,82000000.0,96024898.0,Sony Pictures,Action,Roger Spottiswoode,40.0,5.8,32606.0
Seven Pounds,54000000.0,166617328.0,Sony Pictures,Drama,Gabriele Muccino,27.0,7.6,62718.0
88 Minutes,30000000.0,32955399.0,Sony Pictures,Thriller/Suspense,Jon Avnet,5.0,5.9,31205.0
Eight Below,40000000.0,120612565.0,Walt Disney Pictures,Adventure,Frank Marshall,71.0,7.3,17717.0
Eight Legged Freaks,30000000.0,17266505.0,Warner Bros.,Comedy,,47.0,5.4,18173.0
8 Mile,41000000.0,242924075.0,Universal,Drama,Curtis Hanson,74.0,6.7,55877.0
8 femmes,8000000.0,42376425.0,Focus Features,Musical,,,7.0,13631.0
9,30000000.0,46603791.0,Focus Features,Adventure,Shane Acker,,7.8,1488.0
Nine Queens,1500000.0,12412889.0,Sony Pictures Classics,Drama,,,,
The Whole Ten Yards,30000000.0,26323969.0,Warner Bros.,Comedy,Howard Deutch,4.0,5.1,20807.0
The Whole Nine Yards,24000000.0,85262492.0,Warner Bros.,Comedy,,45.0,6.6,42928.0
About a Boy,27000000.0,129949664.0,Universal,Romantic Comedy,Paul Weitz,93.0,7.4,48875.0
A Bug's Life,45000000.0,363109485.0,Walt Disney Pictures,Adventure,John Lasseter,91.0,7.3,56866.0
Abandon,25000000.0,12219367.0,Paramount Pictures,Thriller/Suspense,,17.0,4.8,5361.0
Absolute Power,50000000.0,50068310.0,Sony Pictures,Thriller/Suspense,Clint Eastwood,46.0,6.5,20154.0
Tristram Shandy: A Cock and Bull Story,4750000.0,3061763.0,Picturehouse,Comedy,Michael Winterbottom,,,
Adoration,4000000.0,294244.0,Sony Pictures Classics,,Atom Egoyan,,6.3,1437.0
Adaptation,18500000.0,22498520.0,Sony Pictures,Comedy,Spike Jonze,91.0,7.9,67135.0
Anything Else,18000000.0,13203044.0,Dreamworks SKG,Romantic Comedy,Woody Allen,40.0,6.4,13010.0
Antwone Fisher,12500000.0,23367586.0,Fox Searchlight,Drama,Denzel Washington,79.0,7.3,13258.0
Aeon Flux,55000000.0,47953341.0,Paramount Pictures,Action,,10.0,8.1,1193.0
After the Sunset,57000000.0,38329114.0,New Line,Action,Brett Ratner,18.0,6.2,19793.0
A Good Year,35000000.0,42064105.0,20th Century Fox,Drama,Ridley Scott,24.0,6.8,23149.0
Agora,70000000.0,32912303.0,Newmarket Films,Drama,,,7.3,10054.0
Air Bud,3000000.0,27555061.0,Walt Disney Pictures,Comedy,Charles Martin Smith,45.0,4.6,4698.0
Air Force One,85000000.0,315268353.0,Sony Pictures,Action,Wolfgang Petersen,78.0,6.3,61394.0
Akeelah and the Bee,8000000.0,18948425.0,Lionsgate,Drama,,83.0,7.6,8245.0
All the King's Men,55000000.0,9521458.0,Sony Pictures,Drama,Steven Zaillian,11.0,6.0,11994.0
The Alamo,92000000.0,23911362.0,Walt Disney Pictures,Western,,30.0,5.9,10063.0
All About the Benjamins,14000000.0,25873145.0,New Line,Comedy,Kevin Bray,29.0,5.3,4366.0
Albino Alligator,5000000.0,353480.0,Miramax,Drama,Kevin Spacey,,5.9,4377.0
Sweet Home Alabama,38000000.0,163379330.0,Walt Disney Pictures,Comedy,Andy Tennant,37.0,5.8,29891.0
Fat Albert,45000000.0,48563556.0,20th Century Fox,Comedy,Joel Zwick,21.0,4.0,4801.0
Alice in Wonderland,200000000.0,1023291110.0,Walt Disney Pictures,Adventure,Tim Burton,51.0,6.7,63458.0
Alfie,40000000.0,35195939.0,Paramount Pictures,Comedy,Charles Shyer,49.0,6.1,20769.0
It's All Gone Pete Tong,2000000.0,1470620.0,Matson,Drama,,,7.3,7631.0
Ali,109000000.0,84383966.0,Sony Pictures,Drama,Michael Mann,67.0,6.6,31785.0
Alien: Resurrection,60000000.0,160700000.0,20th Century Fox,Action,Jean-Pierre Jeunet,,6.2,66141.0
Alien,9000000.0,203630630.0,20th Century Fox,Horror,Ridley Scott,97.0,8.5,180387.0
A Lot Like Love,25000000.0,47835784.0,Walt Disney Pictures,Comedy,,41.0,6.4,17929.0
All the Pretty Horses,45000000.0,18120267.0,Miramax,Western,Billy Bob Thornton,32.0,5.7,6511.0
Almost Famous,60000000.0,47371191.0,Dreamworks SKG,Comedy,Cameron Crowe,88.0,8.0,94424.0
Evan Almighty,175000000.0,173219280.0,Universal,Comedy,Tom Shadyac,23.0,5.5,43164.0
Bruce Almighty,81000000.0,485004995.0,Universal,Comedy,Tom Shadyac,48.0,6.6,92494.0
All or Nothing,9000000.0,184255.0,MGM,Drama,Mike Leigh,,,
Alone in the Dark,20000000.0,8178569.0,Lionsgate,Horror,Uwe Boll,1.0,2.3,26028.0
Alpha and Omega 3D,20000000.0,10115431.0,Lionsgate,Adventure,,,6.2,83.0
Along Came a Spider,28000000.0,105159085.0,Paramount Pictures,Thriller/Suspense,Lee Tamahori,32.0,6.1,22994.0
The Dangerous Lives of Altar Boys,12000000.0,1779284.0,ThinkFilm,Drama,,77.0,6.9,7943.0
Alatriste,28000000.0,22860477.0,,Adventure,,,5.9,4944.0
Alvin and the Chipmunks,55000000.0,360578644.0,20th Century Fox,Comedy,Tim Hill,27.0,5.5,19200.0
Alex & Emma,30000000.0,15358583.0,Warner Bros.,Drama,Rob Reiner,11.0,5.4,6539.0
Alexander,155000000.0,167297191.0,Warner Bros.,Adventure,Oliver Stone,16.0,5.4,59498.0
El Crimen de Padre,1800000.0,5719000.0,Goldwyn Entertainment,Drama,,,,
American Beauty,15000000.0,356258047.0,Dreamworks SKG,Drama,Sam Mendes,89.0,8.6,292562.0
An American Carol,20000000.0,7013191.0,Vivendi Entertainment,Comedy,David Zucker,12.0,4.5,6000.0
American Dreamz,17000000.0,16510971.0,Universal,Black Comedy,Paul Weitz,40.0,5.7,15097.0
Amelia,40000000.0,19722782.0,Fox Searchlight,Drama,Mira Nair,21.0,5.7,3238.0
Le Fabuleux destin d'AmÃˆlie Poulain,10350000.0,174201661.0,Miramax,Comedy,Jean-Pierre Jeunet,,8.5,181085.0
American History X,10000000.0,6719864.0,New Line,Drama,,83.0,8.6,224857.0
American Gangster,100000000.0,265697825.0,Universal,Drama,Ridley Scott,79.0,7.9,114060.0
An American Haunting,14000000.0,27844063.0,Freestyle Releasing,Horror,,12.0,4.9,13510.0
Amistad,40000000.0,44212592.0,Dreamworks SKG,Drama,Steven Spielberg,77.0,7.1,28477.0
AimÃˆe & Jaguar,6800000.0,927107.0,Zeitgeist,Drama,,,7.2,2974.0
Amores Perros,2000000.0,20883834.0,Lionsgate,Drama,Alejandro Gonzalez Inarritu,,8.1,61083.0
American Pie 2,30000000.0,286500000.0,Universal,Comedy,,52.0,6.2,66751.0
American Wedding,55000000.0,126425115.0,Universal,Comedy,,56.0,6.1,52210.0
American Pie,12000000.0,234800000.0,Universal,Comedy,Paul Weitz,59.0,6.9,106624.0
American Psycho,8000000.0,28674417.0,Lionsgate,Black Comedy,Mary Harron,66.0,7.4,99424.0
American Splendor,2000000.0,7978681.0,Fine Line,Drama,,94.0,7.6,23686.0
America's Sweethearts,46000000.0,157627733.0,Sony Pictures,Romantic Comedy,,32.0,5.7,26899.0
The Amityville Horror,18500000.0,108047131.0,MGM,Horror,,24.0,5.8,26303.0
Anacondas: The Hunt for the Blood Orchid,25000000.0,70326393.0,Sony Pictures,Horror,Dwight H. Little,,4.3,9565.0
Anaconda,45000000.0,136998907.0,Sony Pictures,Horror,,38.0,4.2,29430.0
Anastasia,53000000.0,139801410.0,20th Century Fox,Musical,Don Bluth,85.0,6.6,16513.0
Anchorman: The Legend of Ron Burgundy,25000000.0,89366354.0,Dreamworks SKG,Comedy,Adam McKay,,7.0,78249.0
Angels & Demons,150000000.0,485975846.0,Sony Pictures,Thriller/Suspense,Ron Howard,35.0,6.7,60114.0
Angela's Ashes,25000000.0,13038660.0,Paramount Pictures,Drama,Alan Parker,52.0,7.0,10185.0
Angel Eyes,38000000.0,24044532.0,Warner Bros.,Drama,,32.0,5.5,11089.0
Anger Management,56000000.0,195660942.0,Sony Pictures,Comedy,Peter Segal,43.0,6.1,57088.0
A Night at the Roxbury,17000000.0,30331165.0,Paramount Pictures,Comedy,,11.0,5.7,23259.0
The Animal,22000000.0,55762229.0,Sony Pictures,Comedy,Luke Greenfield,30.0,4.6,18601.0
Anna and the King,75000000.0,39251128.0,20th Century Fox,Drama,Andy Tennant,51.0,6.5,14881.0
Analyze That,60000000.0,54994757.0,Warner Bros.,Comedy,Harold Ramis,27.0,5.6,24090.0
Analyze This,30000000.0,176885658.0,Warner Bros.,Comedy,Harold Ramis,68.0,6.6,52894.0
The Ant Bully,45000000.0,55181129.0,Warner Bros.,Adventure,,63.0,6.2,7766.0
Antitrust,30000000.0,10965209.0,MGM,Thriller/Suspense,,25.0,6.0,16263.0
Marie Antoinette,40000000.0,60862471.0,Sony Pictures,Drama,Sofia Coppola,55.0,6.4,31877.0
Antz,60000000.0,152457863.0,Dreamworks SKG,Adventure,Tim Johnson,95.0,6.8,37343.0
Anywhere But Here,23000000.0,18653615.0,20th Century Fox,Drama,Wayne Wang,64.0,5.9,8514.0
Appaloosa,20000000.0,26111394.0,Warner Bros.,Western,Ed Harris,76.0,6.8,22836.0
Apocalypto,40000000.0,117785051.0,Walt Disney Pictures,Adventure,Mel Gibson,64.0,7.9,82162.0
Pieces of April,300000.0,3284124.0,MGM,Comedy,,85.0,7.2,12153.0
The Apostle,5000000.0,21277770.0,October Films,Drama,Robert Duvall,91.0,7.1,7757.0
Aquamarine,17000000.0,22978953.0,20th Century Fox,Comedy,,52.0,4.6,9116.0
Ararat,15500000.0,1693000.0,Miramax,Drama,Atom Egoyan,56.0,6.6,6763.0
Are We There Yet?,20000000.0,97918663.0,Sony Pictures,Romantic Comedy,Brian Levant,12.0,4.2,8740.0
Arlington Road,21500000.0,24419219.0,Sony Pictures,Thriller/Suspense,,60.0,7.2,36051.0
Armageddon,140000000.0,554600000.0,Walt Disney Pictures,Adventure,Michael Bay,42.0,6.1,194.0
Hey Arnold! The Movie,10000000.0,13684949.0,Paramount Pictures,Adventure,,30.0,5.3,1629.0
Against the Ropes,39000000.0,6429865.0,Paramount Pictures,Drama,Charles S. Dutton,12.0,5.2,3547.0
King Arthur,90000000.0,203877963.0,Walt Disney Pictures,Adventure,Antoine Fuqua,31.0,6.2,53106.0
Arthur et les Minimoys,80000000.0,110102340.0,Weinstein Co.,Adventure,Luc Besson,,5.9,7626.0
Artificial Intelligence: AI,90000000.0,235900000.0,Warner Bros.,Drama,Steven Spielberg,,6.9,91901.0
The Art of War,40000000.0,30199105.0,Warner Bros.,Thriller/Suspense,Christian Duguay,16.0,5.5,12484.0
Astro Boy,65000000.0,44093014.0,Summit Entertainment,Adventure,David Bowers,,6.4,5265.0
A Serious Man,7000000.0,30710147.0,Focus Features,Comedy,Joel Coen,88.0,7.2,32396.0
The Astronaut Farmer,13000000.0,11003643.0,Warner Bros.,Drama,Michael Polish,,6.4,10506.0
As Good as it Gets,50000000.0,314111923.0,Sony Pictures,Romantic Comedy,James L. Brooks,85.0,7.8,92240.0
A Single Man,7000000.0,19112672.0,Weinstein Co.,Drama,,85.0,7.6,14548.0
A Simple Plan,17000000.0,16316273.0,Paramount Pictures,Drama,Sam Raimi,90.0,7.6,29095.0
Assault On Precinct 13,30000000.0,36040895.0,Focus/Rogue Pictures,Action,,60.0,7.4,13456.0
The Astronaut's Wife,34000000.0,10672566.0,New Line,Thriller/Suspense,,16.0,4.9,20259.0
The A-Team,110000000.0,176047914.0,20th Century Fox,Action,Joe Carnahan,47.0,7.2,29886.0
At First Sight,40000000.0,22365133.0,MGM,Drama,,33.0,5.6,6872.0
Aqua Teen Hunger Force: The Movie,750000.0,5520368.0,First Look,Comedy,,,,
ATL,17000000.0,21170563.0,Warner Bros.,Comedy,,63.0,4.7,5480.0
Atlantis: The Lost Empire,90000000.0,186049020.0,Walt Disney Pictures,Adventure,Gary Trousdale,,6.4,15552.0
Hearts in Atlantis,31000000.0,30885781.0,Warner Bros.,Drama,,49.0,6.8,16336.0
Autumn in New York,40000000.0,90717684.0,MGM,Drama,Joan Chen,21.0,4.8,9309.0
Atonement,30000000.0,129425746.0,Focus Features,Drama,Joe Wright,83.0,7.9,75491.0
The Rules of Attraction,4000000.0,11799060.0,Lionsgate,Black Comedy,,44.0,6.7,26634.0
August Rush,25000000.0,65627510.0,Warner Bros.,Drama,,37.0,7.5,28650.0
Across the Universe,45000000.0,29367143.0,Sony Pictures,Musical,,53.0,7.5,45611.0
Austin Powers: The Spy Who Shagged Me,35000000.0,309600000.0,New Line,Comedy,Jay Roach,,6.6,81005.0
Austin Powers in Goldmember,63000000.0,292738626.0,New Line,Comedy,Jay Roach,54.0,6.2,69140.0
Austin Powers: International Man of Mystery,18000000.0,67683989.0,New Line,Comedy,Jay Roach,,7.1,74487.0
Australia,78000000.0,207482792.0,20th Century Fox,Drama,Baz Luhrmann,54.0,6.8,38089.0
Auto Focus,7000000.0,2703821.0,Sony Pictures Classics,Drama,Paul Schrader,72.0,6.6,7236.0
Avatar,237000000.0,2767891499.0,20th Century Fox,Action,James Cameron,83.0,8.3,261439.0
The Avengers,60000000.0,48585416.0,Warner Bros.,Action,,15.0,3.4,21432.0
The Aviator,110000000.0,214608827.0,Miramax,Drama,Martin Scorsese,88.0,7.6,85740.0
AVP: Alien Vs. Predator,70000000.0,172543519.0,20th Century Fox,Horror,Paul Anderson,,5.4,63019.0
Around the World in 80 Days,110000000.0,72004159.0,Walt Disney Pictures,Adventure,Frank Coraci,30.0,5.6,21516.0
Awake,8600000.0,30757745.0,Weinstein Co.,Thriller/Suspense,,24.0,6.5,26076.0
And When Did You Last See Your Father?,8000000.0,2476491.0,Sony Pictures Classics,Drama,,,6.8,1798.0
Away We Go,21000000.0,10108016.0,Focus Features,Comedy,Sam Mendes,66.0,7.3,14929.0
Don't Say a Word,50000000.0,104488383.0,20th Century Fox,Thriller/Suspense,,23.0,6.1,22157.0
Babe: Pig in the City,80000000.0,69131860.0,Universal,Adventure,George Miller,61.0,6.1,9918.0
Babel,20000000.0,135302837.0,Paramount Vantage,Drama,Alejandro Gonzalez Inarritu,69.0,7.6,95122.0
Babylon A.D.,45000000.0,70216497.0,20th Century Fox,Action,Mathieu Kassovitz,7.0,5.3,27189.0
My Baby's Daddy,12000000.0,17322212.0,Miramax,Comedy,,,4.0,2010.0
Super Babies: Baby Geniuses 2,20000000.0,9109322.0,Sony Pictures,Comedy,,,1.4,10886.0
Baby Geniuses,13000000.0,27151490.0,Sony Pictures,Comedy,,2.0,2.2,9038.0
Bad Boys II,130000000.0,272940870.0,Sony Pictures,Action,Michael Bay,24.0,6.2,58002.0
Bad Company,70000000.0,69157016.0,Walt Disney Pictures,Action,Joel Schumacher,10.0,5.3,17901.0
La mala educaciÃ›n,5000000.0,40311842.0,Sony Pictures Classics,Drama,Pedro Almodovar,,7.5,21756.0
Bad Lieutenant: Port of Call New Orleans,25000000.0,8162545.0,First Look,Drama,Werner Herzog,87.0,,
The Bad News Bears,35000000.0,33500620.0,Paramount Pictures,Comedy,Richard Linklater,,7.1,7749.0
Burn After Reading,37000000.0,163415735.0,Focus Features,Black Comedy,Joel Coen,78.0,7.2,92553.0
Bait,35000000.0,15471969.0,Warner Bros.,Action,Antoine Fuqua,26.0,5.6,5143.0
Boys and Girls,16000000.0,21799652.0,Miramax,Romantic Comedy,,11.0,4.9,7779.0
Black and White,10000000.0,5241315.0,Sony Pictures,Drama,James Toback,,6.6,452.0
Bangkok Dangerous,45000000.0,46598133.0,Lionsgate,Action,Oxide Pang Chun,9.0,5.4,20931.0
The Banger Sisters,10000000.0,38067218.0,20th Century Fox,Comedy,,47.0,5.5,7435.0
Les invasions barbares,5000000.0,8460000.0,Miramax,Drama,,,7.8,14322.0
Barney's Great Adventure,15000000.0,11156471.0,Polygram,Adventure,,,2.1,1456.0
Basic Instinct 2,70000000.0,35417162.0,Sony Pictures,Thriller/Suspense,Michael Caton-Jones,7.0,3.9,16784.0
Basic,50000000.0,42598498.0,Sony Pictures,Thriller/Suspense,John McTiernan,21.0,6.3,25960.0
Batman Begins,150000000.0,372353017.0,Warner Bros.,Action,Christopher Nolan,84.0,8.3,270641.0
Battlefield Earth: A Saga of the Year 3000,80000000.0,29725663.0,Warner Bros.,Action,,,2.3,39316.0
The Dark Knight,185000000.0,1022345358.0,Warner Bros.,Action,Christopher Nolan,93.0,8.9,465000.0
Bats,6500000.0,10155691.0,Sony/Columbia,Horror,,17.0,3.3,5565.0
The Battle of Shaker Heights,1000000.0,280351.0,Miramax,Comedy,,43.0,6.1,2524.0
Baby Boy,16000000.0,28734552.0,Sony Pictures,Drama,John Singleton,69.0,6.1,4485.0
The Curious Case of Benjamin Button,160000000.0,329809326.0,Paramount Pictures,Drama,David Fincher,72.0,8.0,137120.0
Baby Mama,,64391484.0,Universal,Comedy,,63.0,6.1,16128.0
Bless the Child,40000000.0,40435694.0,Paramount Pictures,Thriller/Suspense,Chuck Russell,3.0,4.8,7765.0
The Bachelor,21000000.0,36882378.0,New Line,Romantic Comedy,,9.0,4.8,9030.0
The Broken Hearts Club: A Romantic Comedy,1000000.0,2022442.0,Sony Pictures Classics,Comedy,,,6.6,3731.0
Be Cool,75000000.0,94849401.0,MGM,Comedy,F. Gary Gray,30.0,5.6,32082.0
Big Daddy,30000000.0,234779795.0,Sony Pictures,Comedy,Dennis Dugan,40.0,4.7,48.0
Bedazzled,48000000.0,90376224.0,20th Century Fox,Comedy,Harold Ramis,49.0,5.9,30946.0
Body of Lies,67500000.0,108394666.0,Warner Bros.,Thriller/Suspense,Ridley Scott,52.0,7.2,53921.0
Blood Diamond,100000000.0,171377916.0,Warner Bros.,Action,Edward Zwick,62.0,8.0,118925.0
Mr. Bean's Holiday,25000000.0,229736344.0,Universal,Comedy,,50.0,6.0,28950.0
Beautiful,9000000.0,3134509.0,Destination Films,Drama,Sally Field,15.0,4.4,2238.0
Beavis and Butt-head Do America,12000000.0,63118386.0,Paramount Pictures,Comedy,Mike Judge,71.0,6.6,22918.0
Bend it Like Beckham,5000000.0,76583333.0,Fox Searchlight,Drama,Gurinder Chadha,,6.9,41052.0
In the Bedroom,1700000.0,43430604.0,Miramax,Drama,Todd Field,93.0,7.5,20888.0
Bee Movie,150000000.0,287594577.0,Paramount Pictures,Comedy,Steve Hickner,51.0,6.3,30575.0
Artie Lange's Beer League,2800000.0,475000.0,Freestyle Releasing,Comedy,,,,
Being John Malkovich,13000000.0,32382381.0,USA Films,Black Comedy,Spike Jonze,92.0,7.9,113568.0
Behind Enemy Lines,40000000.0,58855732.0,20th Century Fox,Action,,36.0,6.1,32575.0
Bella,3300000.0,9220041.0,Roadside Attractions,Drama,,,7.3,6562.0
Beloved,53000000.0,22852487.0,Walt Disney Pictures,Drama,Jonathan Demme,77.0,5.3,102.0
Les Triplettes de Belleville,2000000.0,14440113.0,Sony Pictures,Musical,,,7.7,19761.0
Beyond the Mat,500000.0,2047570.0,Universal,Documentary,,82.0,7.2,4067.0
The Benchwarmers,35000000.0,64843754.0,Sony Pictures,Comedy,Dennis Dugan,12.0,5.4,17824.0
The Last Airbender,150000000.0,290191957.0,Paramount Pictures,Adventure,M. Night Shyamalan,7.0,4.4,16600.0
Beowulf,150000000.0,194995215.0,Paramount Pictures,Adventure,Robert Zemeckis,70.0,6.6,62513.0
The Importance of Being Earnest,15000000.0,8378141.0,Miramax,Comedy,,58.0,6.7,9345.0
Beauty Shop,25000000.0,38351350.0,MGM,Comedy,Bille Woodruff,38.0,5.3,5468.0
Better Luck Tomorrow,250000.0,3809226.0,Paramount Pictures,Drama,Justin Lin,,7.1,5959.0
